INDIKATOR_ID,INDIKATOR_NAME,EINHEIT_LANG,QUELLE,BESCHREIBUNG
137,10x Rechtspflege [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Rechtspflege
138,11x Polizei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Polizei
139,12x Rechtssprechung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Rechtssprechung
140,13x [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
141,14x Feuerwehr und Feuerpolizei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Feuerwehr und Feuerpolizei
142,15x Militär [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Militär
143,16x Zivilschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Zivilschutz
144,200-209 Kindergarten / Grundstufe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kindergarten / Grundstufe
145,210 Primarschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Primarschule
146,211 Oberstufenschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Oberstufenschule
147,212 Tagesschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Tagesschule
148,213 Tagesstrukturen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Tagesstrukturen
149,214 Musikschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Musikschule
150,215 Handarbeit und Hauswirtschaft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Handarbeit
151,216 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
152,217 Schulliegenschaften [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulliegenschaften
153,218 Volksschule Sonstiges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Volksschule Sonstiges
154,219 Schulverwaltung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulverwaltung
155,220-229 Sonderschulung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sonderschulung
156,230-239 Berufsbildung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Berufsbildung
157,240-249 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
158,250-259 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
159,260-269 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
160,270-279 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
161,280-289 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
163,29x Bildungswesen Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Bildungswesen Übriges
164,30x Kulturförderung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kulturförderung
165,"31x Denkmalpflege, Heimatschutz [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Denkmalpflege, Heimatschutz"
166,32x Massenmedien [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Massenmedien
167,"33x Parkanlagen, Wanderwege [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Parkanlagen, Wanderwege"
168,34x Sport [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sport
169,35x Übrige Freizeit [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für übrige Freizeit
170,39x Kirche [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kirche
171,40x Spitäler [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Spitäler
172,41x Kranken- und Pflegeheime [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kranken- und Pflegeheime
173,42x/3x [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
174,44x Ambulante Krankenpflege [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für ambulante Krankenpflege
175,45x Krankheitsbekämpfung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Krankheitsbekämpfung
176,46x Schulgesundheitsdienst [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schulgesundheitsdienst
177,47x Lebensmittelkontrolle [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Lebensmittelkontrolle
178,49x Gesundheitswesen Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gesundheitswesen Übriges
179,50x Sozialversicherungen Allgemeines [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Sozialversicherungen Allgemeines
180,52x Krankenversicherungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Krankenversicherungen
181,53x Zusatzleistungen AHV/IV [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Zusatzleistungen AHV/IV
182,54x Jugend [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Jugend
183,55x Invalidität [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Invalidität
184,56x Sozialer Wohnungsbau [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für sozialer Wohnungsbau
185,57x Altersheime [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Altersheime
186,580 Gesetzliche wirtschaftliche Hilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für gesetzliche wirtschaftliche Hilfe
187,581 Freiwillige wirtschaftliche Hilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für freiwillige wirtschaftliche Hilfe
188,582 Arbeitslosenhilfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Arbeitslosenunterstützung
189,583-585 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
190,586 Beschäftigungsprogramm für Arbeitslose [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Arbeitsprogramme für Arbeitslose
191,587 Betreuung Suchtabhängiger [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Betreuung Suchtabhängiger
192,588 Asylbewerberbetreuung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Asylbewerberbetreuung
193,589 Soziale Wohlfahrt Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für soziale Wohlfahrt Übriges
194,59x Hilfsaktionen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Hilfsaktionen
195,61x Staatsstrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Staatsstrassen
196,62x Gemeindestrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gemeindestrassen
197,63x Privatstrassen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Privatstrassen
198,64x Bundesbahnen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Bundesbahnen
199,65x Regionalverkehr [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Regionalverkehr
200,66x Schifffahrt [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schifffahrt
201,700 Wasserversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Wasserversorgung
202,701-709 Wasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Wasser
203,71x Abwasser [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Abwasser
204,72x Abfall [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Abfall
205,73x Schlachthöfe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Schlachthöfe
206,74x Friedhöfe und Bestattungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Friedhöfe und Bestattungen
207,75x Gewässerunterhalt und -verbauungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gewässerunterhalt und -verbauungen
208,77x Naturschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Naturschutz
209,78x Übriger Umweltschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für übriger Umweltschutz
210,79x Raumplanung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Raumordnung
211,80x Landwirtschaft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Landwirtschaft
212,81x Forstwesen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Forstwesen
213,82x Jagd und Fischerei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Jagd und Fischerei
214,"83x Tourismus, kommunale Werbung [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Tourismus, kommunale Werbung"
215,"84x Beiträge Industrie, Gewerbe, Handel [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Beiträge Industrie, Gewerbe, Handel"
216,860 Energieversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Energieversorgung
217,861 Elektrizitätswerk - Elektrizitätsnetz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Elektrizitätswerk - Elektrizitätsnetz
218,862 Gasversorgung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gasversorgung
219,863 Fernwärme [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Fernwärme
220,864 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für *nicht definiert*
221,865 Elektrizitätswerk - Stromhandel und Übriges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Elektrizitätswerk - Stromhandel und Übriges
397,"866 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Energie, Übriges"
398,"867 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Energie, Übriges"
399,"868 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Energie, Übriges"
222,"869 Energie, Übriges [Fr.]",Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)","Nettoaufwendungen für Energie, Übriges"
223,87x Sonstige Gemeindebetriebe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für sonstige Gemeindebetriebe
224,90x Gemeindesteuern [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gemeindesteuern
225,92x Finanzausgleich [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Finanzausgleich
226,93x Einnahmenanteile [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Einnahmenanteile
227,940 Kapitaldienst [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Kapitaldienst
228,941 Buchgewinne und -verluste [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Buchgewinne und -verluste
229,942 Grundeigentum Finanzvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Grundeingentum Finanzvermögen
230,943 Gutsbetriebe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Gutsbetriebe
231,990 Abschreibungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für Abschreibungen
400,994 Sammelkredit (nur Voranschlag) [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",
232,995 Neutrale Aufwendungen und Ertrage [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoaufwendungen für neutrale Aufwendungen und Ertäge
401,996 Neubewertung Grundeigentum FV [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",
233,997 Abschluss Zweckverband [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss Zweckverbände
234,998 Einnahmenüberschüsse der IR [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Einnahmenüberschüsse der Investitionsrechnung
235,999 Abschluss [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Abschluss
236,50 Sachgüter [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Sachgüter
237,52 Darlehen und Beteiligungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Darlehen und Beteiligungen
238,56 Investitionsbeiträge [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Investitionsbeiträge
239,57 Durchlaufende Beiträge [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für durchlaufende Beiträge
240,58 Übrige zu aktivierende Ausgaben [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für übrige zu aktivierende Ausgaben
241,59 Passivierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Passivierungen
242,60 Abgang von Sachgütern [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Sachgütern
243,61 Nutzungsabgaben und Vorteilsentgelte [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Nutzungsabgaben und Vorteilsentgelte
244,62 Rückzahlung von Darlehen und Beteiligungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Darlehen und Beteiligungen
245,63 Rückerstattungen für Sachgüter [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Rückerstattungen für Sachgüter
246,64 Rückzahlung von Investitionsbeiträgen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Rückzahlungen von Investitionsbeiträgen
247,66 Beiträge für eigene Rechnung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Beiträgen für eigene Rechnung
248,67 Durchlaufende Beiträge [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus durchlaufenden Beiträgen
249,69 Aktivierungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Aktivierungen
250,70 Grundeigentum  [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Grundeigentum Finanzvermögen
251,71 Zugänge Mobilien [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionsausgaben für Mobilien Finanzvermögen
252,79 Übertragungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Übertragungen
253,80 Grundeigentum Finanzvermögen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Grundeigentum Finanzvermögen
254,81 Abgänge Mobilien [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Investitionseinnahmen aus Mobilien Finanzvermögen
255,89 Übertragungen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Übertragungen
256,0 Nettoinvestitionen Behörden und allg. Verwaltung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Behörden und allgemeine Verwaltung
257,1 Nettoinvestitionen Rechtschutz und Sicherheit [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Rechtschutz und Sicherheit
258,2 Nettoinvestitionen Bildung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Bildung
259,3 Nettoinvestitionen Kultur und Freizeit [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Kultur und Freizeit
260,4 Nettoinvestitionen Gesundheit [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Gesundheit
261,5 Nettoinvestitionen Soziale Wohlfahrt [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Soziale Wohlfahrt
262,6 Nettoinvestitionen Verkehr [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Verkehr
263,7 Nettoinvestitionen Umwelt und Raumordnung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Umwelt und Raumordnung
264,8 Nettoinvestitionen Volkswirtschaft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen in Volkswirtschaft
396,9 Nettoinvestitionen Finanzen und Steuern [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen Finanzen und Steuern
265,011 Legislative [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Legislative
266,012 Exekutive [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Exekutive
267,02x Gemeindeverwaltung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Gemeindeverwaltung
268,03x Leistungen für Pensionierte [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Leistungen für Pensionierte
269,09x Verwaltungsliegenschaften [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Verwaltungsliegenschaften
270,10x Rechtspflege [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Rechtspflege
271,11x Polizei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Polizei
272,12x Rechtssprechung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Rechtssprechung
273,13x [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
274,14x Feuerwehr und Feuerpolizei [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Feuerwehr und Feuerpolizei
275,15x Militär [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Militär
276,16x Zivilschutz [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Zivilschutz
277,200-209 Kindergarten / Grundstufe [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Kindergarten / Grundstufe
278,210 Primarschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Primarschule
279,211 Oberstufenschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Oberstufenschule
280,212 Tagesschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Tagesschule
281,213 Tagesstrukturen [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Tagesstrukturen
282,214 Musikschule [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Musikschule
283,215 Handarbeit und Hauswirtschaft [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Handarbeit
284,216 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
285,217 Schulliegenschaften [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schulliegenschaften
286,218 Volksschule Sonstiges [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Volksschule Sonstiges
287,219 Schulverwaltung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Schulverwaltung
288,220-229 Sonderschulung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Sonderschulung
289,230-239 Berufsbildung [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für Berufsbildung
290,240-249 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
291,250-259 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
292,260-269 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
293,270-279 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
294,280-289 [Fr.],Franken,"Statistisches Amt des Kantons Zürich, Gemeindefinanzstatistik (GEFIS)",Nettoinvestitionen für *nicht definiert*
